,uuid,fieldname,title,description,type,ratio_t,ratio_d
528,60c6355a-0b9a-4731-a739-5fac19d84c85,dmp/approval_status,Status,Provide the status of the approval.,Matched,100,100
529,e8b5a160-8fde-42b4-afd9-ce682cb1306a,dmp/approval/,Approval,Provide a list of approvals you have received.,Matched,100,30
530,1abfd92a-780e-437d-9d7c-fac6147243e0,dmp/approval_date,Date,,Matched,100,0
531,a0f01ae0-51f1-402d-9cb7-62111559fecc,dmp/classification_level,What is the classification level of this DMP form?,,Matched,100,0
532,1abfd92a-780e-437d-9d7c-fac6147243e0,dmp/approval_date,Date,,Matched,100,0
533,1abfd92a-780e-437d-9d7c-fac6147243e0,dmp/approval_date,Date,,Matched,100,0
534,286005fe-0d74-4262-8a89-386eaf73a2cd,dmp/dataset/computing_environment/,New question,,Matched,36,0
535,286005fe-0d74-4262-8a89-386eaf73a2cd,dmp/dataset/computing_environment/,New question,,Matched,36,0
536,286005fe-0d74-4262-8a89-386eaf73a2cd,dmp/dataset/computing_environment/,New question,,Matched,36,0
537,286005fe-0d74-4262-8a89-386eaf73a2cd,dmp/dataset/computing_environment/,New question,,Matched,36,0
538,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
539,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
540,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
541,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
542,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
543,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
544,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
545,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
546,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
547,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
548,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
549,a85e2c0c-b40b-478d-b7b8-84222f8c05ae,dmp/dataset/computing_environment/operating_system_description,Description,Provide a description of the operating system.,Matched,100,100
550,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
551,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
552,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
553,ca14710a-ae67-4d18-93d8-5fec293df07a,dmp/dataset/computing_environment/character_encoding_standard,Character encoding standard,,Matched,100,0
554,f16d621f-828b-4475-9d2a-045c99d32da2,dmp/dataset/computing_environment/character_unicode_block,Character unicode block,Please provide the character unicode block.,Matched,100,100
555,f16d621f-828b-4475-9d2a-045c99d32da2,dmp/dataset/computing_environment/character_unicode_block,Character unicode block,Please provide the character unicode block.,Matched,100,100
556,ca14710a-ae67-4d18-93d8-5fec293df07a,dmp/dataset/computing_environment/character_encoding_standard,Character encoding standard,,Matched,100,0
557,05cb3bc6-1865-4a34-ac4f-2b963034b1ba,dmp/dataset/computing_environment/operating_system_name,Operating system,,Matched,100,0
558,ca14710a-ae67-4d18-93d8-5fec293df07a,dmp/dataset/computing_environment/character_encoding_standard,Character encoding standard,,Matched,100,0
559,f16d621f-828b-4475-9d2a-045c99d32da2,dmp/dataset/computing_environment/character_unicode_block,Character unicode block,Please provide the character unicode block.,Matched,100,100
560,e6c28bb6-9cf3-4379-adf0-061ba8d302e1,dmp/dataset/computing_environment/computer_code_programming_language,New question,,Matched,26,0
561,e6c28bb6-9cf3-4379-adf0-061ba8d302e1,dmp/dataset/computing_environment/computer_code_programming_language,New question,,Matched,26,0
562,fb8071d0-b3a8-46d5-a7f8-650ba2cb42fd,dmp/dataset/computing_environment/computer_code_description,Description,Provide a description of the computer code.,Matched,100,100
563,e6c28bb6-9cf3-4379-adf0-061ba8d302e1,dmp/dataset/computing_environment/computer_code_programming_language,New question,,Matched,26,0
564,fb8071d0-b3a8-46d5-a7f8-650ba2cb42fd,dmp/dataset/computing_environment/computer_code_description,Description,Provide a description of the computer code.,Matched,100,100
565,d7c2f9a8-f656-49a3-a304-6669c558a074,dmp/dataset/computing_environment/computer_code_download,Link,Provide a link to download the computer code.,Matched,8,100
566,96bfb2bd-f8bd-4fd0-b494-876830af5935,dmp/dataset/computing_environment/computer_code_license,License,Provide a link to the license associated with the computer code.,Matched,100,100
567,50f1e487-a88b-4d0d-98d3-518eca6295b7,dmp/dataset/computing_environment/propietary_software,Name of software,,Matched,67,0
568,43ec37e4-cc61-4b1f-a581-3e166520a19c,dmp/dataset/computing_environment/propietary_software_justification,What reasons do you use this specific software for?,,Matched,48,0
569,3beb6b78-4925-4cde-8c51-f6f374bbabd5,dmp/dataset/computing_environment/propietary_software_migration_plan,What are your plans to migrate to another software (if any)?,,Matched,55,0
570,9382f3f4-2db8-4b03-a4a5-7d2a205e486b,dmp/dataset/computing_environment/software_name,Name of software,,Matched,100,0
571,9382f3f4-2db8-4b03-a4a5-7d2a205e486b,dmp/dataset/computing_environment/software_name,Name of software,,Matched,100,0
572,44901e47-12eb-4f02-940a-b285c9e567c5,dmp/dataset/computing_environment/software_description,Description of software,,Matched,100,0
573,9382f3f4-2db8-4b03-a4a5-7d2a205e486b,dmp/dataset/computing_environment/software_name,Name of software,,Matched,100,0
574,44901e47-12eb-4f02-940a-b285c9e567c5,dmp/dataset/computing_environment/software_description,Description of software,,Matched,100,0
575,9382f3f4-2db8-4b03-a4a5-7d2a205e486b,dmp/dataset/computing_environment/software_name,Name of software,,Matched,100,0
576,44901e47-12eb-4f02-940a-b285c9e567c5,dmp/dataset/computing_environment/software_description,Description of software,,Matched,100,0
577,9382f3f4-2db8-4b03-a4a5-7d2a205e486b,dmp/dataset/computing_environment/software_name,Name of software,,Matched,100,0
578,44901e47-12eb-4f02-940a-b285c9e567c5,dmp/dataset/computing_environment/software_description,Description of software,,Matched,100,0
579,92f4e9b7-1fca-4df7-b142-bb5b8456adc4,dmp/dataset/computing_environment/software_download,Link,Provide a link to download the software.,Matched,10,100
580,c0ebacdf-7b9a-4825-8d45-cd4003124a8f,dmp/dataset/data_collection_earliest_start_date,What is the earliest start date of data collection?,,Matched,100,0
581,c0ebacdf-7b9a-4825-8d45-cd4003124a8f,dmp/dataset/data_collection_earliest_start_date,What is the earliest start date of data collection?,,Matched,100,0
582,c0ebacdf-7b9a-4825-8d45-cd4003124a8f,dmp/dataset/data_collection_earliest_start_date,What is the earliest start date of data collection?,,Matched,100,0
583,8ee5828a-3f9f-44ce-b9db-b81c80ee71f0,dmp/dataset/data_collection_latest_end_date,What is the latest end date of data collection?,,Matched,100,0
584,b9f9f734-f686-4c86-967c-3bf40e4d7d1a,dmp/dataset/data_collection_period_description,Describe the data collection period,,Matched,87,0
585,92202cdb-7c02-467f-83ea-be358eec6f2c,dmp/dataset/data_quality_assurance,What quality assurance was performed on the data?,,Matched,100,0
586,f2ece2bc-4c09-4a44-a71d-1ff89a2dc756,dmp/dataset/dataset_documentation/,Does documentation exist for this dataset?,,Matched,100,0
587,798fa2e8-8e3d-4a35-8d2d-6517a1ffc82b,dmp/dataset/dataset_documentation/access_url,What is the URL to access the documentation?,,Matched,100,0
588,ac7d6370-2be6-448c-aed8-533109b2c978,dmp/dataset/dataset_documentation/description,Describe what documentation exists,,Matched,44,0
589,5b8ac391-72bb-428b-956b-973afd9ba60e,dmp/dataset/dataset_documentation/download_url,What is the URL to download the documentation?,,Matched,100,0
590,8c82876e-858f-494d-9b3c-ebb8e000be7e,dmp/dataset/dataset_documentation/indigenous_research_method,"What Indigenous research method was used, if applicable?",,Matched,100,0
591,1af01f6f-3455-4c30-a5a9-51fc6376f3b2,dmp/dataset/dataset_documentation/name,What is the name of the documentation?,,Matched,100,0
592,e07a6543-c263-4cec-b228-308d0a355811,dmp/dataset/dataset_id/,Does the dataset have an ID?,,Matched,100,0
593,cb9dc4b9-7ba8-48c4-a672-4f425b42db8c,dmp/dataset/dataset_id/identifier,What is the identifier?,,Matched,100,0
594,ee0de77d-1540-4aaf-a30b-f420ba410a2a,dmp/dataset/dataset_id/type,What type of ID is used?,,Matched,100,0
595,8e29c586-45d3-40e0-841d-5c92ccd2d01c,dmp/dataset/description,Describe the dataset,,Matched,45,0
596,1e86ba71-a3d8-40c0-944b-0689b424b3f1,dmp/dataset/geographic_coverage,What is the geographic coverage of the dataset?,,Matched,100,0
597,b6a2f3bd-7b35-4bb4-9e1e-a862590718a0,dmp/dataset/growth_annual_terabytes,What is the annual growth of the dataset in terabytes (TB),,Matched,100,0
598,9daa659c-c111-4264-93ab-a49a60d9e310,dmp/dataset/industry/,Industry [tba],,Matched,100,0
599,cd6529c6-2ea0-45ee-8935-fa6568817bb0,dmp/dataset/industry/classification_system,What classification system is used? [TBA],,Matched,100,0
600,92676507-6d89-4cdb-a045-eb17c2cbcd81,dmp/dataset/industry/industry_code,What is the industry code? [TBA],,Matched,100,0
601,3917d558-430f-4e99-8b29-3ff9f93b1b89,dmp/dataset/industry/name,What is the name of the industry?,,Matched,100,0
602,ff688e2c-cc18-454a-9c0d-6c0022f7f780,dmp/dataset/issued,On what date was the dataset issued?,,Matched,100,0
603,1c1ac661-7593-478c-a84f-74ee07e9faa7,dmp/dataset/keyword,What keywords describe the dataset?,Separated by commas,Matched,34,31
604,89e2f452-a9d7-4f0e-a4b1-dd766bba9ac9,dmp/dataset/distribution/language,What language is the distribution?,,Matched,100,0
605,4d7a2a89-5b50-429f-bf4d-8bdfdac1a66c,dmp/dataset/language_uncoded,,,Matched,0,0
606,1d481765-4410-490a-ad02-4a7baf1a3ff8,dmp/dataset/preservation_statement,Enter the preservation statement,,Matched,100,0
607,524d3936-274b-4817-b7b0-49eef007f2f5,dmp/dataset/subject/,Subject [tba],,Matched,100,0
608,38a37e13-d24d-4d8d-88bf-1d8f2382c2f6,dmp/dataset/subject/classification,What is the classification of the subject?,,Matched,100,0
609,8837cf64-ac91-4c5b-aaed-fadf6577fde4,dmp/dataset/subject/indigenous_knowledge_classification,What is the indigenous knowledge classification?,,Matched,100,0
610,6f843a3d-1a52-44ee-b150-6481cafa7ec3,dmp/dataset/supported_works/,Are there any supported works?,,Matched,100,0
611,61c79d57-289b-4e56-a043-a1e18321251c,dmp/dataset/supported_works/author,Who is the author?,,Matched,100,0
612,43538f73-4c88-4dfd-9534-6e991e1930a6,dmp/dataset/supported_works/description,Describe the works,,Matched,55,0
613,966a107f-422f-4b50-b894-2dcc0b9e5ef1,dmp/dataset/supported_works/type,What type of work is it?,,Matched,100,0
614,7fd64a9b-83b3-43cb-bdf0-657ce99a3ffe,dmp/dataset/supported_works/url,What is the url of the work?,,Matched,100,0
615,4bcb5b4c-9505-481b-a469-3b85498b4f4a,dmp/dataset/title,What is the title of the dataset?,,Matched,100,0
616,73b57175-cdc3-46d7-b541-8d6855562003,dmp/dataset/type,What type of dataset is it?,,Matched,100,0
617,1af01f6f-3455-4c30-a5a9-51fc6376f3b2,dmp/dataset/dataset_documentation/name,What is the name of the documentation?,,Matched,100,0
618,1c1ac661-7593-478c-a84f-74ee07e9faa7,dmp/dataset/keyword,What keywords describe the dataset?,Separated by commas,Matched,34,31
619,1d481765-4410-490a-ad02-4a7baf1a3ff8,dmp/dataset/preservation_statement,Enter the preservation statement,,Matched,100,0
620,1e86ba71-a3d8-40c0-944b-0689b424b3f1,dmp/dataset/geographic_coverage,What is the geographic coverage of the dataset?,,Matched,100,0
621,38a37e13-d24d-4d8d-88bf-1d8f2382c2f6,dmp/dataset/subject/classification,What is the classification of the subject?,,Matched,100,0
622,3917d558-430f-4e99-8b29-3ff9f93b1b89,dmp/dataset/industry/name,What is the name of the industry?,,Matched,100,0
623,43538f73-4c88-4dfd-9534-6e991e1930a6,dmp/dataset/supported_works/description,Describe the works,,Matched,55,0
624,4bcb5b4c-9505-481b-a469-3b85498b4f4a,dmp/dataset/title,What is the title of the dataset?,,Matched,100,0
625,524d3936-274b-4817-b7b0-49eef007f2f5,dmp/dataset/subject/,Subject [tba],,Matched,100,0
626,5b8ac391-72bb-428b-956b-973afd9ba60e,dmp/dataset/dataset_documentation/download_url,What is the URL to download the documentation?,,Matched,100,0
627,61c79d57-289b-4e56-a043-a1e18321251c,dmp/dataset/supported_works/author,Who is the author?,,Matched,100,0
628,6f843a3d-1a52-44ee-b150-6481cafa7ec3,dmp/dataset/supported_works/,Are there any supported works?,,Matched,100,0
629,73b57175-cdc3-46d7-b541-8d6855562003,dmp/dataset/type,What type of dataset is it?,,Matched,100,0
630,798fa2e8-8e3d-4a35-8d2d-6517a1ffc82b,dmp/dataset/dataset_documentation/access_url,What is the URL to access the documentation?,,Matched,100,0
631,7fd64a9b-83b3-43cb-bdf0-657ce99a3ffe,dmp/dataset/supported_works/url,What is the url of the work?,,Matched,100,0
632,8837cf64-ac91-4c5b-aaed-fadf6577fde4,dmp/dataset/subject/indigenous_knowledge_classification,What is the indigenous knowledge classification?,,Matched,100,0
633,8c82876e-858f-494d-9b3c-ebb8e000be7e,dmp/dataset/dataset_documentation/indigenous_research_method,"What Indigenous research method was used, if applicable?",,Matched,100,0
634,8e29c586-45d3-40e0-841d-5c92ccd2d01c,dmp/dataset/description,Describe the dataset,,Matched,45,0
635,8ee5828a-3f9f-44ce-b9db-b81c80ee71f0,dmp/dataset/data_collection_latest_end_date,What is the latest end date of data collection?,,Matched,100,0
636,92202cdb-7c02-467f-83ea-be358eec6f2c,dmp/dataset/data_quality_assurance,What quality assurance was performed on the data?,,Matched,100,0
637,92676507-6d89-4cdb-a045-eb17c2cbcd81,dmp/dataset/industry/industry_code,What is the industry code? [TBA],,Matched,100,0
638,966a107f-422f-4b50-b894-2dcc0b9e5ef1,dmp/dataset/supported_works/type,What type of work is it?,,Matched,100,0
639,9daa659c-c111-4264-93ab-a49a60d9e310,dmp/dataset/industry/,Industry [tba],,Matched,100,0
640,ac7d6370-2be6-448c-aed8-533109b2c978,dmp/dataset/dataset_documentation/description,Describe what documentation exists,,Matched,44,0
641,b6a2f3bd-7b35-4bb4-9e1e-a862590718a0,dmp/dataset/growth_annual_terabytes,What is the annual growth of the dataset in terabytes (TB),,Matched,100,0
642,b9f9f734-f686-4c86-967c-3bf40e4d7d1a,dmp/dataset/data_collection_period_description,Describe the data collection period,,Matched,87,0
643,c0ebacdf-7b9a-4825-8d45-cd4003124a8f,dmp/dataset/data_collection_earliest_start_date,What is the earliest start date of data collection?,,Matched,100,0
644,cb9dc4b9-7ba8-48c4-a672-4f425b42db8c,dmp/dataset/dataset_id/identifier,What is the identifier?,,Matched,100,0
645,cd6529c6-2ea0-45ee-8935-fa6568817bb0,dmp/dataset/industry/classification_system,What classification system is used? [TBA],,Matched,100,0
646,e07a6543-c263-4cec-b228-308d0a355811,dmp/dataset/dataset_id/,Does the dataset have an ID?,,Matched,100,0
647,ee0de77d-1540-4aaf-a30b-f420ba410a2a,dmp/dataset/dataset_id/type,What type of ID is used?,,Matched,100,0
648,f2ece2bc-4c09-4a44-a71d-1ff89a2dc756,dmp/dataset/dataset_documentation/,Does documentation exist for this dataset?,,Matched,100,0
649,ff688e2c-cc18-454a-9c0d-6c0022f7f780,dmp/dataset/issued,On what date was the dataset issued?,,Matched,100,0
650,,,,,In Excel only,0,0
651,f7d07bb0-fca0-4198-80f0-8823dd886ee7,dmp/cost/,,,In Excel only,0,0
652,03af62a4-ee81-490b-bf63-e6be542abd06,dmp/cost/currency_code,,,In Excel only,0,0
653,a0705c6c-0058-4ce9-accc-e9af1e821156,dmp/cost/description,,,In Excel only,0,0
654,b5aeb2e3-cf3d-4713-96e1-8108adb69532,dmp/cost/title,,,In Excel only,0,0
655,0d449f05-c10e-426f-8dae-b162b0f0a9e9,dmp/cost/value,,,In Excel only,0,0
656,339dd696-f35a-47e0-bc2b-a40ba772bca3,dmp/ethical_issues_description,,,In Excel only,0,0
657,1377d12c-91b9-4d31-952c-fdd4410e7585,dmp/ethical_issues_exist,,,In Excel only,0,0
658,cf0864d8-ef55-438f-94c8-4593496776f3,dmp/ethical_issues_indigenous_community_approval,,,In Excel only,0,0
659,35559d16-1779-4baa-bed7-33d7b745bc6a,dmp/ethical_issues_indigenous_community_approval_description,,,In Excel only,0,0
660,4c020897-4ed6-425d-bb90-7b45662edc2a,dmp/ethical_issues_report,,,In Excel only,0,0
661,8ede22f0-67aa-487f-ac91-1c629c7f245a,dmp/indigenous_considerations/,,,In Excel only,0,0
662,11061080-cd3c-4ddf-ab5f-b71894c7435c,dmp/indigenous_considerations/control_over_data_description,,,In Excel only,0,0
663,5d4c084f-166b-463e-b9b7-ea2b20289fac,dmp/indigenous_considerations/data_governance_description,,,In Excel only,0,0
664,462f632f-3ee9-45d8-998b-319b09f65338,dmp/indigenous_considerations/description,,,In Excel only,0,0
665,8ede22f0-67aa-487f-ac91-1c629c7f245a,dmp/indigenous_considerations/,,,In Excel only,0,0
666,b921348d-44a2-4596-92e3-5adaa6d42a61,dmp/indigenous_considerations/indigenous_control_over_data,,,In Excel only,0,0
667,db4b7c07-b3b2-4453-ace1-f2aca706844b,dmp/indigenous_considerations/indigenous_data_governance_exists,,,In Excel only,0,0
668,88cae713-1cc8-4278-9895-1a4ab6db9c7f,dmp/dataset/distribution/classification_level,,,In Excel only,0,0
669,9bf8cbf0-3c47-4b66-b2a1-8807206e89ba,dmp/dataset/distribution/data_security-privacy_measures,,,In Excel only,0,0
670,b49b4c6a-3995-4712-9e9a-2dff1507be9e,dmp/dataset/distribution/protection_level,,,In Excel only,0,0
671,99006cb6-97bd-4e54-8745-945b77312059,dmp/dataset/personal_data,,,In Excel only,0,0
672,f05e8ddf-ded7-479f-9596-e0e2eb7b22cf,dmp/dataset/privacy_impact_assessment/,,,In Excel only,0,0
673,2e9393ed-afe0-4278-87e0-e09ad30947d2,dmp/dataset/privacy_impact_assessment/approved,,,In Excel only,0,0
674,f737ec48-599c-4453-bfc7-7613ec4eb9c6,dmp/dataset/privacy_impact_assessment/approved_by,,,In Excel only,0,0
675,7514c79e-126f-4696-9520-9060950133e9,dmp/dataset/privacy_impact_assessment/conducted,,,In Excel only,0,0
676,cd3fab55-c31b-4c3d-b9dd-168e35da5a1f,dmp/dataset/privacy_impact_assessment/download,,,In Excel only,0,0
677,80b7cefd-de19-426b-9d05-362da2f55138,dmp/dataset/privacy_impact_assessment/registered,,,In Excel only,0,0
678,22a235fe-3318-40c0-b3eb-b2ceb10e9cc9,dmp/dataset/security_and_privacy,,,In Excel only,0,0
679,7e3d9823-e02b-485a-940d-aa724c4abf2a,dmp/dataset/security_and_privacy/description,,,In Excel only,0,0
680,b0e4c0f3-6400-416c-b5e4-dc2158860293,dmp/dataset/security_and_privacy/title,,,In Excel only,0,0
681,a9dac136-f47c-4a0c-9277-b64ccfaf2079,dmp/dataset/sensitive_data,,,In Excel only,0,0
682,2015f174-2cb2-4db3-9acc-36fb35035b0f,dmp/protection_level,,,In Excel only,0,0
683,ffaea8bb-cdcc-43eb-aa64-853a45c5034c,dmp/dataset/distribution/intellectual_property/,,,In Excel only,0,0
684,36101b08-1d9a-4df3-847d-1f2e4a2d7233,dmp/dataset/distribution/intellectual_property/copyright_description,,,In Excel only,0,0
685,91e7d98f-aefc-4b1b-ac1a-ac44805c8751,dmp/dataset/distribution/intellectual_property/copyright_extent,,,In Excel only,0,0
686,355c64ca-1a63-40d8-aeae-180f83e783c1,dmp/dataset/distribution/intellectual_property/copyright_holder,,,In Excel only,0,0
687,243283bb-d511-4c9c-aab1-e901917719f8,dmp/dataset/distribution/intellectual_property/copyright_holder_other_specify,,,In Excel only,0,0
688,b521835e-c0b2-4ab9-a47f-c7b24fb49aa1,dmp/dataset/distribution/intellectual_property/publication_date,,,In Excel only,0,0
689,77c5b55a-c92b-4dbf-b1ce-d3e1075bcbc1,dmp/dataset/distribution/intellectual_property/indigenous_traditional_knowledge,,,In Excel only,0,0
690,b4ec6af7-129c-423f-b5bc-025078847296,dmp/dataset/distribution/date_use_constraints_description,,,In Excel only,0,0
691,c872c7a8-36ff-4281-9235-43821b7108a3,data_sharing_agreeement,,,In Excel only,0,0
692,13607376-bc9c-4f1e-82bc-56acfc653e17,dmp/dataset/distribution/indigenous_ information_sharing_agreement_description,,,In Excel only,0,0
693,f46d4a51-04dd-48ef-88d8-93a173522112,dmp/dataset/distribution/indigenous_information_sharing_agreement,,,In Excel only,0,0
694,e658a766-3eb0-4d66-bf87-6003d55deeff,dmp/dataset/distribution/license/,,,In Excel only,0,0
695,32b2d87c-8ef4-483b-97b7-360ae3905cdd,dmp/dataset/distribution/license/license_ref,,,In Excel only,0,0
696,4102eef8-284c-4b33-87a9-238f7a9e18d7,dmp/dataset/distribution/license/other_specify,,,In Excel only,0,0
697,46256904-b52d-4bb1-984f-f53bfbb2181b,dmp/dataset/distribution/license/start_date,,,In Excel only,0,0
698,45193994-6952-4c9d-99db-2de61743695e,dmp/dataset/metadata/,,,In Excel only,0,0
699,7a5cad3c-a4a0-47ab-9158-31213a7d3fc2,dmp/dataset/metadata/description,,,In Excel only,0,0
700,2ae105c8-6fd2-49b6-bab9-685a3ab24a56,dmp/dataset/metadata/language,,,In Excel only,0,0
701,0079857e-3fed-4ead-adfb-23b687975a50,dmp/dataset/metadata/metadata_standard_id/,,,In Excel only,0,0
702,c27df560-38de-4f61-958a-95e14f76b378,dmp/dataset/metadata/metadata_standard_id/identifier,,,In Excel only,0,0
703,9bc6b94d-79de-45b5-b63a-11cdf2b1c642,dmp/dataset/metadata/metadata_standard_id/type,,,In Excel only,0,0
704,?,to do,,,In Excel only,0,0
705,b4d71125-95a9-4d60-8c71-9b99459beaec,dmp/dataset/distribution/data_processing_minimum_cpu_cores,,,In Excel only,0,0
706,8bb56fba-2aa8-4f6f-93a5-ea935e8b711d,dmp/dataset/distribution/data_processing_minimum_cpu_speed_Ghz,,,In Excel only,0,0
707,1fa765c0-5320-428b-b2a9-27f9dc308cfa,dmp/dataset/distribution/data_processing_minimum_machine_type,,,In Excel only,0,0
708,d8c3d8e1-1bd6-41e4-aabc-54189907da26,dmp/dataset/distribution/data_processing_minimum_RAM_Gb,,,In Excel only,0,0
709,,,,,In Excel only,0,0
710,6f6241d9-136c-4770-9d58-8a3f39607052,,,,In DSW only,0,0
711,b101f2d0-2476-452d-aa8d-95a41a02b52c,,,,In DSW only,0,0
712,1796fa3c-9f53-475f-89ff-c66a0453c42e,,,,In DSW only,0,0
713,adc9133d-afcd-4616-9aea-db5f475898a2,,,,In DSW only,0,0
714,1ace0fc6-a949-495f-a32e-e948f3f6bed1,,,,In DSW only,0,0
715,8db30660-d4e5-4c0a-bf3e-553f3f0f997a,,,,In DSW only,0,0
716,0feac7e6-add4-4723-abae-be5ce7864c63,,,,In DSW only,0,0
717,a42bded3-a085-45f8-b384-32b4a77c8385,,,,In DSW only,0,0
718,0bafe0c2-a8f2-4c74-80c8-dbf3a5b8e9b7,,,,In DSW only,0,0
719,8845fe2b-79df-4138-baea-3a035bf5e249,,,,In DSW only,0,0
720,cc02c5a0-9754-4432-a7e0-ce0f3cf7a0a0,,,,In DSW only,0,0
721,82fd0cce-2b41-423f-92ad-636d0872045c,,,,In DSW only,0,0
722,efc80cc8-8318-4f8c-acb7-dc1c60e491c1,,Is there any pre-existing data?,Are there any data sets available in the world that are relevant to your planned research?,In DSW only,0,0
723,e48cb16a-0efc-4ff9-b673-7190176c8b94,,,,In DSW only,0,0
724,72cdbc99-2707-4817-ac40-435a03e5e837,,,,In DSW only,0,0
725,2663b978-5125-4224-9930-0a50dbe895c9,,,,In DSW only,0,0
726,59efe0c4-fc18-4082-a656-6d0c1db45899,,Will you be using any pre-existing data (including other people's data)?,"Will you be referring to any earlier measured data, reference data, or data that should be mined from existing literature? Your own data as well as data from others?",In DSW only,0,0
727,e51c1e39-92cf-4d80-89eb-76b8dc4e790c,,,,In DSW only,0,0
728,18a860e6-4f77-459e-bfeb-24949924ac44,,,,In DSW only,0,0
729,dac677d4-99f9-4af8-935a-4a1c9c7cdbdf,,,,In DSW only,0,0
730,fcc51962-08df-4f4c-85ad-6bb932107010,,What reference data will you use?,"Much of todays data is used in comparison with reference data. A genome for instance is compared with a reference genome to identify genomic variants. If you use reference data, there are several other issues that you should consider. What are the reference data sets that you will use?",In DSW only,0,0
731,916487d3-cd03-4248-994a-6ff850680189,,,,In DSW only,0,0
732,37fcb07e-a791-40ef-934b-33dedece5b0c,,,,In DSW only,0,0
733,9ac2713c-6aa1-4884-a93f-2ac727d00567,,Do you know where and how is it available?,"Do you know where the reference data is available, what the conditions for use are, and how to reference it?",In DSW only,0,0
734,f5bc753d-0f58-46b0-a4d7-79db4d61914e,,,,In DSW only,0,0
735,08bed2b3-fe76-48e5-a884-7f2658f90845,,,,In DSW only,0,0
736,14a7b8cd-7edb-4dab-937b-36b42726fe6e,,,,In DSW only,0,0
737,7b8c75c0-8d5c-4fde-9898-ded8b91f7f1f,,Do you know in what format the reference data is available?,Do you know the data format of the reference data? Is this suitable for your work? Does it need to be converted?,In DSW only,0,0
738,b0bf7cd9-6527-441f-bdab-835b6948dd87,,,,In DSW only,0,0
739,2c2a9b84-b140-4e17-8026-56d5372064d0,,,,In DSW only,0,0
740,9de86d7b-9c60-47d6-8cb1-bfca13d6f619,,,,In DSW only,0,0
741,10b6548c-21cd-44c8-a8de-47415e7b012e,,Is the reference data resource versioned?,"Many reference data sets evolve over time. If the reference data set changes, this may affect your results. If different versions of a reference data set exist, you need to establish your ""version policy"".",In DSW only,0,0
742,998c065c-bb3b-44ff-937e-5e2e7fa4d56f,,,,In DSW only,0,0
743,32c9e457-8289-4825-9334-83ff87adeb3f,,,,In DSW only,0,0
744,842007ce-0951-4655-8acc-b0f582e82ea1,,,,In DSW only,0,0
745,f00a28fb-ac77-4110-b285-c73c8bc62630,,Which version will you use?,"If there are different versions available, you have to decide with all project partners together which version you will be using. Probably you will go for the latest release as of the date of the start of your research project. However, if you have other data from older projects that need to be merged, you may need to consider using the same release you used for a previous project.",In DSW only,0,0
746,481d0157-6d89-4f68-9f3b-cf1b05f8f15d,,Will you change version if it updates?,"If the reference changes while you are working on your research project, you need to decide whether you will follow these changes. Most likely that will mean that you have to do some analyses again, so you will need to make sure enough resources are available to do so. You can decide to stay with the version that you started with; this can have the disadvantage that you will not benefit from added information or added consistency.",In DSW only,0,0
747,a4f6a1da-536b-43fa-9637-71e33327fa08,,,,In DSW only,0,0
748,deb9d6b3-4f11-4aa8-b016-52d1612c002a,,How will the old version be available?,"Since you want to keep using the old version of the reference data, how will it be available to you?",In DSW only,0,0
749,bbef3d6c-7a90-4d5e-8d72-1fea083f6410,,,,In DSW only,0,0
750,e6ddd126-0878-4831-9450-8c5f3e9126dd,,,,In DSW only,0,0
751,07f06e60-9d5b-46b9-832a-75b881c4a9cb,,,,In DSW only,0,0
752,069a0976-498c-4a47-b42f-33c6a1e40126,,,,In DSW only,0,0
753,dc8dbe60-43e8-4ed4-ab11-13bb74aea820,,,,In DSW only,0,0
